src,dst,src_neo4j_id,dst_neo4j_id,rel,decision,props_json
210,198,811,784,ASSOCIATED_WITH,,"{""knowledge_source"": ""2024 ESC CCS Guidelines"", ""source_sentences"": ""The approach should be individualized and based on life expectancy, additional comorbidities such as thrombocytopaenia, increased thrombosis, or bleeding risk, and potential interactions between drugs used in CCS management and anticancer therapy.1078,1079\nPatients with human immunodeficiency virus (HIV) have longer life expectancy than before due to effective antiretroviral therapy (ART), but are twice as likely to develop CVD compared with the general population.1080The long-term CVD outcomes in patients with HIV may change, given the relatively recent epidemiological transition of HIV to a chronic disease.""}"
211,5,825,10,CAUSES,,"{""knowledge_source"": ""2024 ESC CCS Guidelines"", ""source_sentences"": ""Although the current evidence on the role of coronary vessel size remains inconsistent, smaller diameters in South Asians could play a potential role in the higher disease prevalence.1092Individuals of South Asian descent have a high prevalence of CYP2C19 loss-of-function alleles (poor metabolizers: 13% vs. 2.4% in European populations),1093which are associated with reduced efficacy of clopidogrel.""}"
212,5,827,10,AFFECTS,,"{""knowledge_source"": ""2024 ESC CCS Guidelines"", ""source_sentences"": ""Despite a similar coronary calcification burden, higher non-calcified plaque contribution, elevated thrombosis, and inflammatory markers likely contribute to the disease pattern.""}"
214,5,846,10,CAUSES,,"{""knowledge_source"": ""2024 ESC CCS Guidelines"", ""source_sentences"": ""Ischaemic heart disease is the leading cause of mortality for women, yet they have been historically underrepresented in RCTs.1011–1013Differences in symptom presentation, in the accuracy of diagnostic tests for obstructive CAD, and other factors that lead to differential triage, evaluation, or early treatment of women with myocardial ischaemia compared with men could contribute to unfavourable outcomes.""}"
216,198,857,784,ASSOCIATED_WITH,,"{""knowledge_source"": ""2024 ESC CCS Guidelines"", ""source_sentences"": ""Patients with inflammatory rheumatic diseases have an increased risk of CVD compared with the general population.1033,1034Accumulating evidence has shown elevated cardiovascular morbidity and mortality in other rheumatic and musculoskeletal diseases, including gout, vasculitis, systemic sclerosis, myositis, mixed connective tissue disease, Sjögren syndrome, SLE, and the antiphospholipid syndrome.1035–1044\nSome of these patient categories have two- to three-fold higher prevalences of asymptomatic ASCVD compared with the general population,1045–1051which is linked to ASCVD outcomes.1049,1052–1054Thus, identification of ASCVD such as carotid artery plaque(s) may be considered in ASCVD and CAD risk evaluation.1050,1055–1057\nIn patients with inflammatory rheumatic diseases and CCS, CVD preventive medications such as lipid-lowering medications and antihypertensive treatment should be used as in the general population.1058–1062""}"
216,211,857,825,ASSOCIATED_WITH,,"{""knowledge_source"": ""2024 ESC CCS Guidelines"", ""source_sentences"": ""Patients with inflammatory rheumatic diseases have an increased risk of CVD compared with the general population.1033,1034Accumulating evidence has shown elevated cardiovascular morbidity and mortality in other rheumatic and musculoskeletal diseases, including gout, vasculitis, systemic sclerosis, myositis, mixed connective tissue disease, Sjögren syndrome, SLE, and the antiphospholipid syndrome.1035–1044\nSome of these patient categories have two- to three-fold higher prevalences of asymptomatic ASCVD compared with the general population,1045–1051which is linked to ASCVD outcomes.1049,1052–1054Thus, identification of ASCVD such as carotid artery plaque(s) may be considered in ASCVD and CAD risk evaluation.1050,1055–1057\nIn patients with inflammatory rheumatic diseases and CCS, CVD preventive medications such as lipid-lowering medications and antihypertensive treatment should be used as in the general population.1058–1062""}"
221,1,880,5,ASSOCIATED_WITH,,"{""knowledge_source"": ""2024 ESC CCS Guidelines"", ""source_sentences"": ""Obstructive coronary stenosis was present in 5% of participants.""}"
223,286,1120,1183,HAS_CHILD,,{}
223,290,1120,1187,HAS_CHILD,,{}
223,276,1120,1173,HAS_CHILD,,{}
223,288,1120,1185,HAS_CHILD,,{}
223,327,1120,1224,HAS_CHILD,,{}
223,272,1120,1169,HAS_CHILD,,{}
223,325,1120,1222,HAS_CHILD,,{}
223,261,1120,1158,HAS_CHILD,,{}
223,316,1120,1213,HAS_CHILD,,{}
223,321,1120,1218,HAS_CHILD,,{}
223,306,1120,1203,HAS_CHILD,,{}
223,338,1120,1235,HAS_CHILD,,{}
223,252,1120,1149,HAS_CHILD,,{}
223,342,1120,1239,HAS_CHILD,,{}
223,369,1120,1266,HAS_CHILD,,{}
223,293,1120,1190,HAS_CHILD,,{}
223,266,1120,1163,HAS_CHILD,,{}
223,303,1120,1200,HAS_CHILD,,{}
223,250,1120,1147,HAS_CHILD,,{}
223,324,1120,1221,HAS_CHILD,,{}
223,224,1120,1121,HAS_CHILD,,{}
223,264,1120,1161,HAS_CHILD,,{}
223,347,1120,1244,HAS_CHILD,,{}
223,289,1120,1186,HAS_CHILD,,{}
223,322,1120,1219,HAS_CHILD,,{}
223,319,1120,1216,HAS_CHILD,,{}
223,298,1120,1195,HAS_CHILD,,{}
223,310,1120,1207,HAS_CHILD,,{}
224,241,1121,1138,HAS_CHILD,,{}
224,251,1121,1148,HAS_CHILD,,{}
224,331,1121,1228,HAS_CHILD,,{}
224,265,1121,1162,HAS_CHILD,,{}
224,244,1121,1141,HAS_CHILD,,{}
224,333,1121,1230,HAS_CHILD,,{}
224,328,1121,1225,HAS_CHILD,,{}
224,318,1121,1215,HAS_CHILD,,{}
224,315,1121,1212,HAS_CHILD,,{}
224,269,1121,1166,HAS_CHILD,,{}
224,243,1121,1140,HAS_CHILD,,{}
224,246,1121,1143,HAS_CHILD,,{}
224,225,1121,1122,HAS_CHILD,,{}
224,360,1121,1257,HAS_CHILD,,{}
224,326,1121,1223,HAS_CHILD,,{}
224,267,1121,1164,HAS_CHILD,,{}
224,297,1121,1194,HAS_CHILD,,{}
224,237,1121,1134,HAS_CHILD,,{}
224,259,1121,1156,HAS_CHILD,,{}
224,242,1121,1139,HAS_CHILD,,{}
224,302,1121,1199,HAS_CHILD,,{}
225,226,1122,1123,HAS_CHILD,,{}
225,233,1122,1130,HAS_CHILD,,{}
226,227,1123,1124,HAS_CHILD,,{}
226,232,1123,1129,HAS_CHILD,,{}
227,230,1124,1127,HAS_CHILD,,{}
227,231,1124,1128,HAS_CHILD,,{}
227,229,1124,1126,HAS_CHILD,,{}
227,228,1124,1125,HAS_CHILD,,{}
232,341,1129,1238,HAS_CHILD,,{}
232,307,1129,1204,HAS_CHILD,,{}
232,257,1129,1154,HAS_CHILD,,{}
233,235,1130,1132,HAS_CHILD,,{}
233,234,1130,1131,HAS_CHILD,,{}
233,236,1130,1133,HAS_CHILD,,{}
237,239,1134,1136,HAS_CHILD,,{}
237,240,1134,1137,HAS_CHILD,,{}
237,238,1134,1135,HAS_CHILD,,{}
237,309,1134,1206,HAS_CHILD,,{}
242,284,1139,1181,HAS_CHILD,,{}
242,304,1139,1201,HAS_CHILD,,{}
242,336,1139,1233,HAS_CHILD,,{}
242,312,1139,1209,HAS_CHILD,,{}
242,247,1139,1144,HAS_CHILD,,{}
242,262,1139,1159,HAS_CHILD,,{}
242,314,1139,1211,HAS_CHILD,,{}
242,359,1139,1256,HAS_CHILD,,{}
243,263,1140,1160,HAS_CHILD,,{}
243,249,1140,1146,HAS_CHILD,,{}
243,356,1140,1253,HAS_CHILD,,{}
243,345,1140,1242,HAS_CHILD,,{}
243,368,1140,1265,HAS_CHILD,,{}
243,332,1140,1229,HAS_CHILD,,{}
243,282,1140,1179,HAS_CHILD,,{}
243,351,1140,1248,HAS_CHILD,,{}
243,300,1140,1197,HAS_CHILD,,{}
243,349,1140,1246,HAS_CHILD,,{}
243,283,1140,1180,HAS_CHILD,,{}
243,285,1140,1182,HAS_CHILD,,{}
244,245,1141,1142,HAS_CHILD,,{}
244,260,1141,1157,HAS_CHILD,,{}
245,295,1142,1192,HAS_CHILD,,{}
245,248,1142,1145,HAS_CHILD,,{}
245,271,1142,1168,HAS_CHILD,,{}
245,335,1142,1232,HAS_CHILD,,{}
245,255,1142,1152,HAS_CHILD,,{}
245,344,1142,1241,HAS_CHILD,,{}
245,354,1142,1251,HAS_CHILD,,{}
245,329,1142,1226,HAS_CHILD,,{}
245,317,1142,1214,HAS_CHILD,,{}
245,311,1142,1208,HAS_CHILD,,{}
245,353,1142,1250,HAS_CHILD,,{}
245,343,1142,1240,HAS_CHILD,,{}
245,256,1142,1153,HAS_CHILD,,{}
245,334,1142,1231,HAS_CHILD,,{}
245,350,1142,1247,HAS_CHILD,,{}
246,274,1143,1171,HAS_CHILD,,{}
246,275,1143,1172,HAS_CHILD,,{}
246,273,1143,1170,HAS_CHILD,,{}
246,363,1143,1260,HAS_CHILD,,{}
248,296,1145,1193,HAS_CHILD,,{}
248,291,1145,1188,HAS_CHILD,,{}
248,258,1145,1155,HAS_CHILD,,{}
263,268,1160,1165,HAS_CHILD,,{}
269,292,1166,1189,HAS_CHILD,,{}
269,301,1166,1198,HAS_CHILD,,{}
269,294,1166,1191,HAS_CHILD,,{}
269,299,1166,1196,HAS_CHILD,,{}
269,320,1166,1217,HAS_CHILD,,{}
269,330,1166,1227,HAS_CHILD,,{}
272,287,1169,1184,HAS_CHILD,,{}
272,278,1169,1175,HAS_CHILD,,{}
272,370,1169,1267,HAS_CHILD,,{}
288,358,1185,1255,HAS_CHILD,,{}
288,357,1185,1254,HAS_CHILD,,{}
293,313,1190,1210,HAS_CHILD,,{}
299,367,1196,1264,HAS_CHILD,,{}
306,355,1203,1252,HAS_CHILD,,{}
306,323,1203,1220,HAS_CHILD,,{}
306,308,1203,1205,HAS_CHILD,,{}
315,337,1212,1234,HAS_CHILD,,{}
322,361,1219,1258,HAS_CHILD,,{}
323,339,1220,1236,HAS_CHILD,,{}
323,340,1220,1237,HAS_CHILD,,{}
361,366,1258,1263,HAS_CHILD,,{}
361,362,1258,1259,HAS_CHILD,,{}
361,364,1258,1261,HAS_CHILD,,{}
364,365,1261,1262,HAS_CHILD,,{}
372,14,1604,21,MAPPED_TO,,"{""reason"": ""Both N0 and N1 refer to the same clinical concept of ischemia."", ""sim_score"": 0.9348755478858948}"
373,6,1607,13,MAPPED_TO,,"{""reason"": ""Myocardial injury/ischemia can refer to transient myocardial ischemia, which is a specific form of myocardial ischemia."", ""sim_score"": 0.7020973563194275}"
373,1,1607,5,MAPPED_TO,,"{""reason"": ""Myocardial injury/ischemia is a general term that includes myocardial ischemic disease."", ""sim_score"": 0.7220814824104309}"
374,226,1610,1123,HAS_ONTOLOGY,,"{""reason"": ""It matches closely with the condition of anterior myocardial infarction.""}"
377,376,1616,1612,MAPPED_TO,,"{""reason"": ""Both refer to the same clinical condition regarding myocardial risk."", ""sim_score"": 0.7217340469360352}"
378,374,1620,1610,MAPPED_TO,,"{""reason"": ""Both terms refer to the same clinical concept of myocardial infarction affecting the anterior wall."", ""sim_score"": 0.8655357956886292}"
379,308,1622,1205,HAS_ONTOLOGY,,"{""reason"": ""Proximal lesion in the left anterior descending coronary artery is a type of disease related to proximal lesions in coronary arteries.""}"
379,101,1622,374,IS_A,,"{""reason"": ""N0 refers to a specific lesion type within the broader category of lesions in the left main or proximal LAD."", ""sim_score"": 0.7238625288009644}"
379,375,1622,1611,IS_A,,"{""reason"": ""N0 describes a specific type of occlusion in the left anterior descending artery, which makes it a subtype of the more general condition."", ""sim_score"": 0.7679077982902527}"
380,378,1626,1620,IS_A,,"{""reason"": ""Inferior wall myocardial infarction is a specific type of myocardial infarction, while anterior wall myocardial infarction is another specific type."", ""sim_score"": 0.7919752597808838}"
381,380,1628,1626,IS_A,,"{""reason"": ""N0 specifies a particular cause of inferior wall myocardial infarction."", ""sim_score"": 0.8032286763191223}"
382,380,1631,1626,IS_A,,"{""reason"": ""N0 is a specific instance of inferior wall myocardial infarction, making it a subtype."", ""sim_score"": 0.8117457628250122}"
384,382,1639,1631,IS_A,,"{""reason"": ""Circumflex coronary artery occlusion is a specific cause of inferior wall myocardial infarction."", ""sim_score"": 0.7276308536529541}"
386,383,1645,1633,MAPPED_TO,,"{""reason"": ""N0 and N1 refer to the same clinical concept of myocardial infarction affecting the posterior wall."", ""sim_score"": 0.8654484748840332}"
387,386,1647,1645,MAPPED_TO,,"{""reason"": ""Both terms refer to the same clinical condition involving the heart."", ""sim_score"": 0.7195825576782227}"
388,246,1649,1143,HAS_ONTOLOGY,,"{""reason"": ""Diffuse ischemia of the left ventricle is a form of ischemic left ventricular dysfunction.""}"
390,389,1652,1651,MAPPED_TO,,"{""reason"": ""Both refer to the same clinical concept of left main artery blockage."", ""sim_score"": 0.7426682710647583}"
391,390,1653,1652,MAPPED_TO,,"{""reason"": ""The two expressions refer to the same clinical concept of left main artery occlusion."", ""sim_score"": 0.7393966913223267}"
391,389,1653,1651,MAPPED_TO,,"{""reason"": ""Both terms refer to the same clinical condition involving occlusion of the left main artery."", ""sim_score"": 0.9338369369506836}"
392,373,1655,1607,MAPPED_TO,,"{""reason"": ""Both terms refer to the same clinical concept of myocardial ischemia/infarction."", ""sim_score"": 0.8083826899528503}"
393,378,1660,1620,MAPPED_TO,,"{""reason"": ""Anterior wall myocardial infarction is synonymous with anterior myocardial infarction."", ""sim_score"": 0.7737442255020142}"
393,374,1660,1610,MAPPED_TO,,"{""reason"": ""Both refer to the same condition, anterior myocardial infarction."", ""sim_score"": 0.797199547290802}"
395,277,1666,1174,HAS_ONTOLOGY,,"{""reason"": ""Complete coronary artery occlusion is a severe condition typically classified under obstructive coronary artery disease.""}"
395,53,1666,147,IS_A,,"{""reason"": ""Complete coronary artery occlusion is a specific type of obstructive coronary artery disease."", ""sim_score"": 0.7185896039009094}"
396,385,1670,1641,IS_A,,"{""reason"": ""Right ventricle involvement is a broader concept that can include right ventricular infarction as a specific case."", ""sim_score"": 0.7100914716720581}"
401,379,1682,1622,IS_A,,"{""reason"": ""The specific case of 'proximal lesion in the left anterior descending coronary artery' is a subtype of 'proximal lesion'."", ""sim_score"": 0.7411279082298279}"
401,125,1682,497,MAPPED_TO,,"{""reason"": ""Both refer to the same clinical concept 'proximal lesion'."", ""sim_score"": 0.8064800500869751}"
401,151,1682,632,MAPPED_TO,,"{""reason"": ""Both represent the same clinical concept 'proximal lesion'."", ""sim_score"": 0.9122348427772522}"
402,390,1686,1652,MAPPED_TO,,"{""reason"": ""Left main coronary artery involvement and left main occlusion/ischemia refer to the same concept regarding blockage or ischemia in the left main coronary artery."", ""sim_score"": 0.7261415123939514}"
402,389,1686,1651,MAPPED_TO,,"{""reason"": ""Left main coronary artery involvement is synonymous with occlusion of the left main coronary artery as both refer to the same anatomical structure and pathology."", ""sim_score"": 0.7285552620887756}"
403,373,1688,1607,MAPPED_TO,,"{""reason"": ""Both terms describe a similar condition related to myocardial ischemia."", ""sim_score"": 0.7103086709976196}"
403,392,1688,1655,MAPPED_TO,,"{""reason"": ""Both terms refer to the same medical condition involving reduced blood flow to the heart."", ""sim_score"": 0.7292457222938538}"
404,227,1689,1124,HAS_ONTOLOGY,,"{""reason"": ""ST elevation myocardial infarction is a disease classification.""}"
406,400,1696,1679,MAPPED_TO,,"{""reason"": ""lateral infarction is a specific type of lateral wall myocardial infarction"", ""sim_score"": 0.800412118434906}"
407,381,1699,1628,IS_A,,"{""reason"": ""Inferior wall myocardial infarction due to occlusion of the right coronary artery is a specific instance of a condition caused by right coronary artery occlusion."", ""sim_score"": 0.7056560516357422}"
407,405,1699,1693,MAPPED_TO,,"{""reason"": ""Occlusion in the right coronary artery is synonymous with right coronary artery occlusion."", ""sim_score"": 0.7590081691741943}"
407,398,1699,1676,MAPPED_TO,,"{""reason"": ""Right coronary artery involvement is a synonym for right coronary artery occlusion."", ""sim_score"": 0.7937580347061157}"
408,373,1701,1607,MAPPED_TO,,"{""reason"": ""Both refer to the same underlying condition related to heart muscle damage."", ""sim_score"": 0.9083867073059082}"
409,372,1704,1604,MAPPED_TO,,"{""reason"": ""Ischemia is a general term that encompasses myocardial ischemia."", ""sim_score"": 0.731736421585083}"
409,1,1704,5,MAPPED_TO,,"{""reason"": ""Refers to the same concept using a different naming convention."", ""sim_score"": 0.7549017667770386}"
409,408,1704,1701,IS_A,,"{""reason"": ""Myocardial injury is a broader category that includes myocardial ischemia."", ""sim_score"": 0.7895296216011047}"
409,403,1704,1688,MAPPED_TO,,"{""reason"": ""Describes a specific case of myocardial ischemia, still within the same concept."", ""sim_score"": 0.805144190788269}"
409,373,1704,1607,MAPPED_TO,,"{""reason"": ""The terms are synonymous in describing a similar clinical concept."", ""sim_score"": 0.851967453956604}"
409,392,1704,1655,MAPPED_TO,,"{""reason"": ""Both refer to the same clinical condition with slight variations in wording."", ""sim_score"": 0.8598549365997314}"
410,392,1705,1655,MAPPED_TO,,"{""reason"": ""Both terms refer to the concept of myocardial infarction."", ""sim_score"": 0.8459989428520203}"
410,172,1705,696,MAPPED_TO,,"{""reason"": ""Acute Myocardial Infarction is a specific type of myocardial infarction."", ""sim_score"": 0.7561070322990417}"
410,33,1705,60,MAPPED_TO,,"{""reason"": ""Acute Myocardial Infarction is another term for the same condition."", ""sim_score"": 0.7561070322990417}"
410,380,1705,1626,IS_A,,"{""reason"": ""Inferior wall myocardial infarction is a specific type of myocardial infarction."", ""sim_score"": 0.7355719804763794}"
410,383,1705,1633,IS_A,,"{""reason"": ""Posterior myocardial infarction is a specific type of myocardial infarction."", ""sim_score"": 0.7065079808235168}"
410,378,1705,1620,IS_A,,"{""reason"": ""Anterior wall myocardial infarction is a specific type of myocardial infarction."", ""sim_score"": 0.7065777778625488}"
410,374,1705,1610,IS_A,,"{""reason"": ""Anterior myocardial infarction is a specific type of myocardial infarction."", ""sim_score"": 0.7268933653831482}"
411,409,1706,1704,IS_A,,"{""reason"": ""N0 is a more general term that includes N1."", ""sim_score"": 0.8644937872886658}"
411,392,1706,1655,MAPPED_TO,,"{""reason"": ""N0 and N1 refer to the same clinical concept."", ""sim_score"": 0.87625652551651}"
411,410,1706,1705,MAPPED_TO,,"{""reason"": ""N0 and N1 refer to the same clinical concept."", ""sim_score"": 0.8848035335540771}"
412,394,1713,1665,IS_A,,"{""reason"": ""'Old infarction' is a type of infarction, making 'infarction phase' a more specific concept."", ""sim_score"": 0.7181786298751831}"
414,411,1727,1706,MAPPED_TO,,"{""reason"": ""Both refer to myocardial ischemia or infarction, indicating the same clinical concept."", ""sim_score"": 0.7023226022720337}"
414,14,1727,21,MAPPED_TO,,"{""reason"": ""Refers to ischemia, same concept as N0 with different casing."", ""sim_score"": 0.7661000490188599}"
414,372,1727,1604,MAPPED_TO,,"{""reason"": ""Refers to ischemia, which is a broader term but aligns with N0."", ""sim_score"": 0.8170211315155029}"
414,392,1727,1655,MAPPED_TO,,"{""reason"": ""Both refer to myocardial ischemia/infarction, indicating the same clinical concept."", ""sim_score"": 0.8429082632064819}"
416,38,1733,79,MAPPED_TO,,"{""reason"": ""N0 and N1 refer to the same clinical concept of pericarditis."", ""sim_score"": 0.9456574320793152}"
418,257,1737,1154,HAS_ONTOLOGY,,"{""reason"": ""non-STEMI myocardial infarction is a type of myocardial infarction classified as a disease.""}"
418,78,1737,266,IS_A,,"{""reason"": ""Non-STEMI myocardial infarction is a specific type of myocardial infarction, which is a broader term that includes non-fatal myocardial infarction."", ""sim_score"": 0.7401360273361206}"
419,384,1741,1639,MAPPED_TO,,"{""reason"": ""Both refer to the same medical condition involving the circumflex coronary artery."", ""sim_score"": 0.7810496091842651}"
