local_id,neo4j_id,name,ontology_id,labels,props_json
277,1174,,PC003.005.005.001.001,"['Ontology', 'Disease']","{""ontology_id"": ""PC003.005.005.001.001"", ""level"": 4, ""parent_id"": ""PC003.005.005.001"", ""definition"": ""A condition characterized by the narrowing or blockage of coronary arteries, leading to reduced blood flow to the heart muscle."", ""label"": ""Obstructive Coronary Artery Disease"", ""id"": ""PC003.005.005.001.001"", ""type"": ""disease"", ""name_cn"": ""阻塞性冠状动脉疾病"", ""name_en"": ""Obstructive Coronary Artery Disease""}"
278,1175,,D001.007.001,"['Ontology', 'Disease']","{""ontology_id"": ""D001.007.001"", ""umls_definition"": ""A large (greater than 5-10 mm) raised skin lesion with a wide, flat surface."", ""umls_all_sources"": ""[\""CHV\"", \""DXP\"", \""HPO\"", \""MDR\"", \""MDRARA\"", \""MDRCZE\"", \""MDRDUT\"", \""MEDCIN\"", \""MTH\"", \""NCI\"", \""RCD\"", \""SNOMEDCT_US\"", \""SNOMEDCT_VET\""]"", ""level"": 2, ""umls_cui"": ""C0241148"", ""label"": ""Calcified_Atherosclerotic_Plaque"", ""type"": ""disease"", ""umls_score"": 0.962, ""umls_sources"": ""[\""SNOMEDCT_US\""]"", ""umls_types"": ""[\""T033\""]"", ""parent_id"": ""D001.007"", ""umls_canonical_name"": ""Cutaneous plaque"", ""definition"": ""A hardened deposit formed by the accumulation of calcium in atherosclerotic plaque within the coronary arteries."", ""id"": ""D001.007.001"", ""umls_mapping_json"": ""{\""cui\"": \""C0241148\"", \""canonical_name\"": \""Cutaneous plaque\"", \""score\"": 0.962, \""types\"": [\""T033\""], \""definition\"": \""A large (greater than 5-10 mm) raised skin lesion with a wide, flat surface.\"", \""sources\"": [\""SNOMEDCT_US\""], \""all_sources\"": [\""CHV\"", \""DXP\"", \""HPO\"", \""MDR\"", \""MDRARA\"", \""MDRCZE\"", \""MDRDUT\"", \""MEDCIN\"", \""MTH\"", \""NCI\"", \""RCD\"", \""SNOMEDCT_US\"", \""SNOMEDCT_VET\""]}"", ""name_cn"": ""钙化动脉粥样硬化斑块"", ""name_en"": ""Calcified_Atherosclerotic_Plaque""}"
279,1176,,PC003.005.004.001,"['Ontology', 'Disease']","{""ontology_id"": ""PC003.005.004.001"", ""level"": 3, ""parent_id"": ""PC003.005.004"", ""definition"": ""A clinical assessment indicating a very low (≤5%) probability of having obstructive coronary artery disease."", ""id"": ""PC003.005.004.001"", ""label"": ""Very_Low_Likelihood_Of_Obstructive_CAD"", ""type"": ""disease"", ""name_cn"": ""极低可能性梗阻性冠状动脉疾病"", ""name_en"": ""Very_Low_Likelihood_Of_Obstructive_CAD""}"
280,1177,,PC003.005.005.005.001,"['Ontology', 'Disease']","{""ontology_id"": ""PC003.005.005.005.001"", ""level"": 4, ""parent_id"": ""PC003.005.005.005"", ""definition"": ""Likelihood of obstructive coronary artery disease categorized as moderate (>15%–50%), high (>50%–85%), or very high (>85%)"", ""id"": ""PC003.005.005.005.001"", ""label"": ""Obstructive Coronary Artery Disease Likelihood"", ""type"": ""disease"", ""name_cn"": ""阻塞性冠状动脉疾病可能性"", ""name_en"": ""Obstructive Coronary Artery Disease Likelihood""}"
281,1178,,PC003.005.005.007,"['Ontology', 'Disease']","{""ontology_id"": ""PC003.005.005.007"", ""level"": 3, ""parent_id"": ""PC003.005.005"", ""definition"": ""A condition where there is a very high likelihood (>85%) of obstructive coronary artery disease (CAD)."", ""id"": ""PC003.005.005.007"", ""label"": ""Very_High_Likelihood_Of_Obstructive_CAD"", ""type"": ""disease"", ""name_cn"": ""极高可能性阻塞性冠状动脉疾病"", ""name_en"": ""Very_High_Likelihood_Of_Obstructive_CAD""}"
282,1179,,D001.001.005.003,"['Ontology', 'Disease']","{""ontology_id"": ""D001.001.005.003"", ""umls_definition"": ""A disorder affecting the smallest coronary arteries. Causes include atherosclerosis and arterial spasm. Chest pain is a frequently observed symptom."", ""umls_all_sources"": ""[\""CHV\"", \""MDR\"", \""MDRARA\"", \""MDRCZE\"", \""MDRDUT\"", \""MSH\"", \""MSHCZE\"", \""MSHDUT\"", \""MTH\"", \""NCI\"", \""SNOMEDCT_US\""]"", ""level"": 3, ""umls_cui"": ""C0206064"", ""label"": ""Microvascular Angina with Reduced CFR or Increased IMR"", ""type"": ""disease"", ""umls_score"": 0.9854, ""umls_sources"": ""[\""SNOMEDCT_US\""]"", ""umls_types"": ""[\""T047\""]"", ""parent_id"": ""D001.001.005"", ""umls_canonical_name"": ""Microvascular Angina"", ""definition"": ""A condition characterized by microvascular angina accompanied by reduced coronary flow reserve (CFR) and/or increased index of microcirculatory resistance (IMR), which may reflect arteriolar remodelling."", ""id"": ""D001.001.005.003"", ""umls_mapping_json"": ""{\""cui\"": \""C0206064\"", \""canonical_name\"": \""Microvascular Angina\"", \""score\"": 0.9854, \""types\"": [\""T047\""], \""definition\"": \""A disorder affecting the smallest coronary arteries. Causes include atherosclerosis and arterial spasm. Chest pain is a frequently observed symptom.\"", \""sources\"": [\""SNOMEDCT_US\""], \""all_sources\"": [\""CHV\"", \""MDR\"", \""MDRARA\"", \""MDRCZE\"", \""MDRDUT\"", \""MSH\"", \""MSHCZE\"", \""MSHDUT\"", \""MTH\"", \""NCI\"", \""SNOMEDCT_US\""]}"", ""name_cn"": ""伴有CFR降低或IMR升高的微血管性心绞痛"", ""name_en"": ""Microvascular Angina with Reduced CFR or Increased IMR""}"
283,1180,,D001.001.005.004,"['Ontology', 'Disease']","{""ontology_id"": ""D001.001.005.004"", ""umls_definition"": """", ""umls_all_sources"": ""[\""CHV\"", \""RCD\"", \""SCTSPA\"", \""SNOMEDCT_US\""]"", ""level"": 3, ""umls_cui"": ""C0443258"", ""label"": ""Microvascular_Spasm"", ""type"": ""disease"", ""umls_score"": 0.988, ""umls_sources"": ""[\""SNOMEDCT_US\""]"", ""umls_types"": ""[\""T169\""]"", ""parent_id"": ""D001.001.005"", ""umls_canonical_name"": ""Microvascular"", ""definition"": ""A condition characterized by spasms in the microvascular system, often associated with angina symptoms."", ""id"": ""D001.001.005.004"", ""umls_mapping_json"": ""{\""cui\"": \""C0443258\"", \""canonical_name\"": \""Microvascular\"", \""score\"": 0.988, \""types\"": [\""T169\""], \""definition\"": \""\"", \""sources\"": [\""SNOMEDCT_US\""], \""all_sources\"": [\""CHV\"", \""RCD\"", \""SCTSPA\"", \""SNOMEDCT_US\""]}"", ""name_cn"": ""微血管痉挛"", ""name_en"": ""Microvascular_Spasm""}"
284,1181,,D001.001.004.003,"['Ontology', 'Disease']","{""ontology_id"": ""D001.001.004.003"", ""umls_definition"": ""Intensely bad or unpleasant in degree, quality or extent."", ""umls_all_sources"": ""[\""CCPSS\"", \""CHV\"", \""HPO\"", \""LNC\"", \""MTH\"", \""NCI\"", \""RCD\"", \""SNMI\"", \""SNOMEDCT_US\""]"", ""level"": 3, ""umls_cui"": ""C0205082"", ""label"": ""Severe Vasospastic Angina"", ""type"": ""disease"", ""umls_score"": 0.9812, ""umls_sources"": ""[\""SNOMEDCT_US\""]"", ""umls_types"": ""[\""T033\""]"", ""parent_id"": ""D001.001.004"", ""umls_canonical_name"": ""Severe (severity modifier)"", ""definition"": ""A severe form of vasospastic angina requiring high dosages of calcium antagonists or combination therapy."", ""id"": ""D001.001.004.003"", ""umls_mapping_json"": ""{\""cui\"": \""C0205082\"", \""canonical_name\"": \""Severe (severity modifier)\"", \""score\"": 0.9812, \""types\"": [\""T033\""], \""definition\"": \""Intensely bad or unpleasant in degree, quality or extent.\"", \""sources\"": [\""SNOMEDCT_US\""], \""all_sources\"": [\""CCPSS\"", \""CHV\"", \""HPO\"", \""LNC\"", \""MTH\"", \""NCI\"", \""RCD\"", \""SNMI\"", \""SNOMEDCT_US\""]}"", ""name_cn"": ""严重血管痉挛性心绞痛"", ""name_en"": ""Severe Vasospastic Angina""}"
285,1182,,D001.001.005.005,"['Ontology', 'Disease']","{""ontology_id"": ""D001.001.005.005"", ""level"": 3, ""parent_id"": ""D001.001.005"", ""definition"": ""The constriction of coronary microvessels in response to certain stimuli, such as endothelin."", ""id"": ""D001.001.005.005"", ""label"": ""Vasoconstrictor_Response_of_Coronary_Microvessels"", ""type"": ""disease"", ""name_cn"": ""冠状动脉微血管收缩反应"", ""name_en"": ""Vasoconstrictor_Response_of_Coronary_Microvessels""}"
286,1183,,D001.009,"['Ontology', 'Disease']","{""ontology_id"": ""D001.009"", ""umls_definition"": ""An infectious or non infectious disorder characterized by signs and symptoms derived from focal or extensive tissue infiltration by acute (e.g., polymorphonuclear) or chronic (e.g., lymphocytic-plasmacytic) inflammatory cells. Representative examples of infectious disorders include viral infections, bacterial infections, and parasitic infections. Representative examples of non-infectious inflammatory disorders include inflammatory bowel disease and inflammatory polyps."", ""umls_all_sources"": ""[\""CHV\"", \""LNC\"", \""MEDCIN\"", \""NCI\"", \""SCTSPA\"", \""SNOMEDCT_US\""]"", ""level"": 1, ""umls_cui"": ""C1290884"", ""label"": ""Inflammatory_Rheumatic_Disease"", ""type"": ""disease"", ""umls_score"": 0.8223, ""umls_sources"": ""[\""SNOMEDCT_US\""]"", ""umls_types"": ""[\""T047\""]"", ""parent_id"": ""D001"", ""umls_canonical_name"": ""Inflammatory disorder"", ""definition"": ""A group of diseases characterized by inflammation and dysfunction of the joints, muscles, and connective tissues."", ""id"": ""D001.009"", ""umls_mapping_json"": ""{\""cui\"": \""C1290884\"", \""canonical_name\"": \""Inflammatory disorder\"", \""score\"": 0.8223, \""types\"": [\""T047\""], \""definition\"": \""An infectious or non infectious disorder characterized by signs and symptoms derived from focal or extensive tissue infiltration by acute (e.g., polymorphonuclear) or chronic (e.g., lymphocytic-plasmacytic) inflammatory cells. Representative examples of infectious disorders include viral infections, bacterial infections, and parasitic infections. Representative examples of non-infectious inflammatory disorders include inflammatory bowel disease and inflammatory polyps.\"", \""sources\"": [\""SNOMEDCT_US\""], \""all_sources\"": [\""CHV\"", \""LNC\"", \""MEDCIN\"", \""NCI\"", \""SCTSPA\"", \""SNOMEDCT_US\""]}"", ""name_cn"": ""炎症性风湿病"", ""name_en"": ""Inflammatory_Rheumatic_Disease""}"
287,1184,,D001.007.003,"['Ontology', 'Disease']","{""ontology_id"": ""D001.007.003"", ""umls_definition"": ""Without clinical signs or indications that raise the possibility of a particular disorder or dysfunction."", ""umls_all_sources"": ""[\""CCPSS\"", \""CHV\"", \""LNC\"", \""MEDCIN\"", \""MTH\"", \""NCI\"", \""OMIM\"", \""RCD\"", \""SCTSPA\"", \""SNMI\"", \""SNOMEDCT_US\""]"", ""level"": 2, ""umls_cui"": ""C0231221"", ""label"": ""Asymptomatic_ASCVD"", ""type"": ""disease"", ""umls_score"": 0.9688, ""umls_sources"": ""[\""SNOMEDCT_US\""]"", ""umls_types"": ""[\""T033\""]"", ""parent_id"": ""D001.007"", ""umls_canonical_name"": ""Asymptomatic (finding)"", ""definition"": ""Atherosclerotic cardiovascular disease without any noticeable symptoms"", ""id"": ""D001.007.003"", ""umls_mapping_json"": ""{\""cui\"": \""C0231221\"", \""canonical_name\"": \""Asymptomatic (finding)\"", \""score\"": 0.9688, \""types\"": [\""T033\""], \""definition\"": \""Without clinical signs or indications that raise the possibility of a particular disorder or dysfunction.\"", \""sources\"": [\""SNOMEDCT_US\""], \""all_sources\"": [\""CCPSS\"", \""CHV\"", \""LNC\"", \""MEDCIN\"", \""MTH\"", \""NCI\"", \""OMIM\"", \""RCD\"", \""SCTSPA\"", \""SNMI\"", \""SNOMEDCT_US\""]}"", ""name_cn"": ""无症状性动脉粥样硬化性心血管疾病"", ""name_en"": ""Asymptomatic_ASCVD""}"
288,1185,,D001.010,"['Ontology', 'Disease']","{""ontology_id"": ""D001.010"", ""umls_definition"": ""Discomfort stemming from muscles, LIGAMENTS, tendons, and bones."", ""umls_all_sources"": ""[\""BI\"", \""CCPSS\"", \""CHV\"", \""COSTAR\"", \""ICPC2P\"", \""MDR\"", \""MDRARA\"", \""MDRCZE\"", \""MDRDUT\"", \""MSH\"", \""MSHCZE\"", \""NCI\"", \""NOC\"", \""OMIM\"", \""RCD\"", \""SNOMEDCT_US\""]"", ""level"": 1, ""umls_cui"": ""C0026858"", ""label"": ""Rheumatic_and_Musculoskeletal_Diseases"", ""type"": ""disease"", ""umls_score"": 0.8419, ""umls_sources"": ""[\""SNOMEDCT_US\""]"", ""umls_types"": ""[\""T033\""]"", ""parent_id"": ""D001"", ""umls_canonical_name"": ""Musculoskeletal Pain"", ""definition"": ""A group of diseases affecting the joints, bones, muscles, and connective tissues"", ""id"": ""D001.010"", ""umls_mapping_json"": ""{\""cui\"": \""C0026858\"", \""canonical_name\"": \""Musculoskeletal Pain\"", \""score\"": 0.8419, \""types\"": [\""T033\""], \""definition\"": \""Discomfort stemming from muscles, LIGAMENTS, tendons, and bones.\"", \""sources\"": [\""SNOMEDCT_US\""], \""all_sources\"": [\""BI\"", \""CCPSS\"", \""CHV\"", \""COSTAR\"", \""ICPC2P\"", \""MDR\"", \""MDRARA\"", \""MDRCZE\"", \""MDRDUT\"", \""MSH\"", \""MSHCZE\"", \""NCI\"", \""NOC\"", \""OMIM\"", \""RCD\"", \""SNOMEDCT_US\""]}"", ""name_cn"": ""风湿性和肌肉骨骼疾病"", ""name_en"": ""Rheumatic_and_Musculoskeletal_Diseases""}"
289,1186,,D001.011,"['Ontology', 'Disease']","{""ontology_id"": ""D001.011"", ""umls_definition"": ""Build-up of fatty material and calcium deposition in the arterial wall resulting in partial or complete occlusion of the arterial lumen."", ""umls_all_sources"": ""[\""ICD10\"", \""ICD10AM\"", \""ICD10CM\"", \""ICD10DUT\"", \""ICPC2P\"", \""LCH\"", \""MDRARA\"", \""MDRCZE\"", \""MDRDUT\"", \""MEDLINEPLUS\"", \""MSHCZE\"", \""MSHDUT\"", \""OMIM\"", \""RCD\"", \""SNM\"", \""SNOMEDCT_VET\""]"", ""level"": 1, ""umls_cui"": ""C0004153"", ""label"": ""Atherosclerotic Cardiovascular Disease"", ""type"": ""disease"", ""umls_score"": 0.986, ""umls_sources"": ""[\""ICD10CM\""]"", ""umls_types"": ""[\""T047\""]"", ""parent_id"": ""D001"", ""umls_canonical_name"": ""Atherosclerosis"", ""definition"": ""A group of diseases caused by atherosclerosis affecting the cardiovascular system, including coronary artery disease, cerebrovascular disease, and peripheral artery disease."", ""id"": ""D001.011"", ""umls_mapping_json"": ""{\""cui\"": \""C0004153\"", \""canonical_name\"": \""Atherosclerosis\"", \""score\"": 0.986, \""types\"": [\""T047\""], \""definition\"": \""Build-up of fatty material and calcium deposition in the arterial wall resulting in partial or complete occlusion of the arterial lumen.\"", \""sources\"": [\""ICD10CM\""], \""all_sources\"": [\""ICD10\"", \""ICD10AM\"", \""ICD10CM\"", \""ICD10DUT\"", \""ICPC2P\"", \""LCH\"", \""MDRARA\"", \""MDRCZE\"", \""MDRDUT\"", \""MEDLINEPLUS\"", \""MSHCZE\"", \""MSHDUT\"", \""OMIM\"", \""RCD\"", \""SNM\"", \""SNOMEDCT_VET\""]}"", ""name_cn"": ""动脉粥样硬化性心血管疾病"", ""name_en"": ""Atherosclerotic Cardiovascular Disease""}"
290,1187,,D001.012,"['Ontology', 'Disease']","{""ontology_id"": ""D001.012"", ""umls_definition"": ""The HEART and the BLOOD VESSELS by which BLOOD is pumped and circulated through the body."", ""umls_all_sources"": ""[\""CST\"", \""FMA\"", \""LCH\"", \""LCH_NW\"", \""LNC\"", \""MSH\"", \""MSHCZE\"", \""MSHDUT\"", \""MTH\"", \""NCI\"", \""PSY\"", \""RCD\"", \""SNM\"", \""SNMI\"", \""SNOMEDCT_US\"", \""UWDA\""]"", ""level"": 1, ""umls_cui"": ""C0007226"", ""label"": ""Cardiovascular_Outcomes"", ""type"": ""disease"", ""umls_score"": 0.9832, ""umls_sources"": ""[\""SNOMEDCT_US\""]"", ""umls_types"": ""[\""T022\""]"", ""parent_id"": ""D001"", ""umls_canonical_name"": ""Cardiovascular system"", ""definition"": ""The results or consequences related to cardiovascular health, including both positive and negative outcomes."", ""id"": ""D001.012"", ""umls_mapping_json"": ""{\""cui\"": \""C0007226\"", \""canonical_name\"": \""Cardiovascular system\"", \""score\"": 0.9832, \""types\"": [\""T022\""], \""definition\"": \""The HEART and the BLOOD VESSELS by which BLOOD is pumped and circulated through the body.\"", \""sources\"": [\""SNOMEDCT_US\""], \""all_sources\"": [\""CST\"", \""FMA\"", \""LCH\"", \""LCH_NW\"", \""LNC\"", \""MSH\"", \""MSHCZE\"", \""MSHDUT\"", \""MTH\"", \""NCI\"", \""PSY\"", \""RCD\"", \""SNM\"", \""SNMI\"", \""SNOMEDCT_US\"", \""UWDA\""]}"", ""name_cn"": ""心血管结局"", ""name_en"": ""Cardiovascular_Outcomes""}"
291,1188,,D001.001.006.001.001.005,"['Ontology', 'Disease']","{""ontology_id"": ""D001.001.006.001.001.005"", ""umls_definition"": ""One of two arteries that arise from the aortic sinuses of the ascending aorta and supply blood to the myocardium"", ""umls_all_sources"": ""[\""CSP\"", \""FMA\"", \""LCH\"", \""LNC\"", \""MSH\"", \""MSHCZE\"", \""MSHDUT\"", \""MTH\"", \""NCI\"", \""RCD\"", \""SNM\"", \""SNMI\"", \""SNOMEDCT_US\"", \""UWDA\""]"", ""level"": 5, ""umls_cui"": ""C0205042"", ""label"": ""Coronary Artery Diameter Stenosis"", ""type"": ""disease"", ""umls_score"": 0.811, ""umls_sources"": ""[\""SNOMEDCT_US\""]"", ""umls_types"": ""[\""T023\""]"", ""parent_id"": ""D001.001.006.001.001"", ""umls_canonical_name"": ""Coronary artery"", ""definition"": ""A narrowing of the coronary artery diameter by more than a specified percentage, typically indicating significant obstruction."", ""id"": ""D001.001.006.001.001.005"", ""umls_mapping_json"": ""{\""cui\"": \""C0205042\"", \""canonical_name\"": \""Coronary artery\"", \""score\"": 0.811, \""types\"": [\""T023\""], \""definition\"": \""One of two arteries that arise from the aortic sinuses of the ascending aorta and supply blood to the myocardium\"", \""sources\"": [\""SNOMEDCT_US\""], \""all_sources\"": [\""CSP\"", \""FMA\"", \""LCH\"", \""LNC\"", \""MSH\"", \""MSHCZE\"", \""MSHDUT\"", \""MTH\"", \""NCI\"", \""RCD\"", \""SNM\"", \""SNMI\"", \""SNOMEDCT_US\"", \""UWDA\""]}"", ""name_cn"": ""冠状动脉直径狭窄"", ""name_en"": ""Coronary Artery Diameter Stenosis""}"
292,1189,,D001.001.013.001,"['Ontology', 'Disease']","{""ontology_id"": ""D001.001.013.001"", ""umls_definition"": ""An imbalance between myocardial functional requirements and the capacity of the CORONARY VESSELS to supply sufficient blood flow. It is a form of MYOCARDIAL ISCHEMIA (insufficient blood supply to the heart muscle) caused by a decreased capacity of the coronary vessels."", ""umls_all_sources"": ""[\""ICPC2ICD10DUT\"", \""ICPC2P\"", \""LCH\"", \""LCH_NW\"", \""MDR\"", \""MDRARA\"", \""MDRCZE\"", \""MDRDUT\"", \""MEDLINEPLUS\"", \""MSH\"", \""MSHCZE\"", \""MSHDUT\"", \""MTH\"", \""PSY\"", \""RCD\"", \""SNOMEDCT_US\""]"", ""level"": 3, ""umls_cui"": ""C0010068"", ""label"": ""CAD_Progression"", ""type"": ""disease"", ""umls_score"": 0.9699, ""umls_sources"": ""[\""SNOMEDCT_US\""]"", ""umls_types"": ""[\""T047\""]"", ""parent_id"": ""D001.001.013"", ""umls_canonical_name"": ""Coronary heart disease"", ""definition"": ""The advancement or worsening of coronary artery disease, often characterized by increased atherosclerosis and plaque features."", ""id"": ""D001.001.013.001"", ""umls_mapping_json"": ""{\""cui\"": \""C0010068\"", \""canonical_name\"": \""Coronary heart disease\"", \""score\"": 0.9699, \""types\"": [\""T047\""], \""definition\"": \""An imbalance between myocardial functional requirements and the capacity of the CORONARY VESSELS to supply sufficient blood flow. It is a form of MYOCARDIAL ISCHEMIA (insufficient blood supply to the heart muscle) caused by a decreased capacity of the coronary vessels.\"", \""sources\"": [\""SNOMEDCT_US\""], \""all_sources\"": [\""ICPC2ICD10DUT\"", \""ICPC2P\"", \""LCH\"", \""LCH_NW\"", \""MDR\"", \""MDRARA\"", \""MDRCZE\"", \""MDRDUT\"", \""MEDLINEPLUS\"", \""MSH\"", \""MSHCZE\"", \""MSHDUT\"", \""MTH\"", \""PSY\"", \""RCD\"", \""SNOMEDCT_US\""]}"", ""name_cn"": ""冠状动脉疾病进展"", ""name_en"": ""CAD_Progression""}"
293,1190,,D001.013,"['Ontology', 'Disease']","{""ontology_id"": ""D001.013"", ""umls_definition"": """", ""umls_all_sources"": ""[\""CHV\"", \""LNC\"", \""MTH\"", \""RCD\"", \""SCTSPA\"", \""SNMI\"", \""SNOMEDCT_US\""]"", ""level"": 1, ""umls_cui"": ""C0205217"", ""label"": ""Increased_CVD_Mortality"", ""type"": ""disease"", ""umls_score"": 0.9793, ""umls_sources"": ""[\""SNOMEDCT_US\""]"", ""umls_types"": ""[\""T081\""]"", ""parent_id"": ""D001"", ""umls_canonical_name"": ""Increased"", ""definition"": ""An elevated rate of death due to cardiovascular diseases."", ""id"": ""D001.013"", ""umls_mapping_json"": ""{\""cui\"": \""C0205217\"", \""canonical_name\"": \""Increased\"", \""score\"": 0.9793, \""types\"": [\""T081\""], \""definition\"": \""\"", \""sources\"": [\""SNOMEDCT_US\""], \""all_sources\"": [\""CHV\"", \""LNC\"", \""MTH\"", \""RCD\"", \""SCTSPA\"", \""SNMI\"", \""SNOMEDCT_US\""]}"", ""name_cn"": ""心血管疾病死亡率增加"", ""name_en"": ""Increased_CVD_Mortality""}"
294,1191,,D001.001.013.002,"['Ontology', 'Disease']","{""ontology_id"": ""D001.001.013.002"", ""umls_definition"": """", ""umls_all_sources"": ""[\""CHV\"", \""SCTSPA\"", \""SNMI\"", \""SNOMEDCT_US\""]"", ""level"": 3, ""umls_cui"": ""C0332209"", ""label"": ""Non-calcified_plaque"", ""type"": ""disease"", ""umls_score"": 0.9803, ""umls_sources"": ""[\""SNOMEDCT_US\""]"", ""umls_types"": ""[\""T169\""]"", ""parent_id"": ""D001.001.013"", ""umls_canonical_name"": ""Non-calcified"", ""definition"": ""A type of plaque in the coronary arteries that does not contain calcium deposits, often associated with higher risk of thrombosis and inflammation."", ""id"": ""D001.001.013.002"", ""umls_mapping_json"": ""{\""cui\"": \""C0332209\"", \""canonical_name\"": \""Non-calcified\"", \""score\"": 0.9803, \""types\"": [\""T169\""], \""definition\"": \""\"", \""sources\"": [\""SNOMEDCT_US\""], \""all_sources\"": [\""CHV\"", \""SCTSPA\"", \""SNMI\"", \""SNOMEDCT_US\""]}"", ""name_cn"": ""非钙化斑块"", ""name_en"": ""Non-calcified_plaque""}"
295,1192,,D001.001.006.001.007,"['Ontology', 'Disease']","{""ontology_id"": ""D001.001.006.001.007"", ""level"": 4, ""parent_id"": ""D001.001.006.001"", ""definition"": ""A condition where the lumen of a blood vessel is blocked, often due to atherosclerosis or other pathological changes."", ""label"": ""Luminal_Obstruction"", ""id"": ""D001.001.006.001.007"", ""type"": ""disease"", ""name_cn"": ""管腔阻塞"", ""name_en"": ""Luminal_Obstruction""}"
296,1193,,D001.001.006.001.001.006,"['Ontology', 'Disease']","{""ontology_id"": ""D001.001.006.001.001.006"", ""level"": 5, ""parent_id"": ""D001.001.006.001.001"", ""definition"": ""Anatomical narrowing of blood vessels that is significant enough to potentially impair blood flow."", ""label"": ""Anatomically_Significant_Stenoses"", ""id"": ""D001.001.006.001.001.006"", ""type"": ""disease"", ""name_cn"": ""解剖学显著狭窄"", ""name_en"": ""Anatomically_Significant_Stenoses""}"
297,1194,,D001.001.014,"['Ontology', 'Disease']","{""ontology_id"": ""D001.001.014"", ""umls_definition"": ""Thickening and loss of elasticity of the walls of ARTERIES of all sizes. There are many forms classified by the types of lesions and arteries involved, such as ATHEROSCLEROSIS with fatty lesions in the ARTERIAL INTIMA of medium and large muscular arteries."", ""umls_all_sources"": ""[\""HPO\"", \""ICPC2P\"", \""LCH\"", \""LCH_NW\"", \""MDR\"", \""MDRARA\"", \""MDRCZE\"", \""MDRDUT\"", \""MEDLINEPLUS\"", \""MSH\"", \""MSHCZE\"", \""MSHDUT\"", \""NCI\"", \""OMIM\"", \""PSY\"", \""RCD\"", \""SNM\"", \""SNOMEDCT_US\""]"", ""level"": 2, ""umls_cui"": ""C0003850"", ""label"": ""Obstructive_Epicardial_Coronary_Atherosclerosis"", ""type"": ""disease"", ""umls_score"": 0.9951, ""umls_sources"": ""[\""SNOMEDCT_US\""]"", ""umls_types"": ""[\""T047\""]"", ""parent_id"": ""D001.001"", ""umls_canonical_name"": ""Arteriosclerosis"", ""definition"": ""A condition characterized by the narrowing or blockage of the epicardial coronary arteries due to atherosclerosis, leading to reduced blood flow."", ""id"": ""D001.001.014"", ""umls_mapping_json"": ""{\""cui\"": \""C0003850\"", \""canonical_name\"": \""Arteriosclerosis\"", \""score\"": 0.9951, \""types\"": [\""T047\""], \""definition\"": \""Thickening and loss of elasticity of the walls of ARTERIES of all sizes. There are many forms classified by the types of lesions and arteries involved, such as ATHEROSCLEROSIS with fatty lesions in the ARTERIAL INTIMA of medium and large muscular arteries.\"", \""sources\"": [\""SNOMEDCT_US\""], \""all_sources\"": [\""HPO\"", \""ICPC2P\"", \""LCH\"", \""LCH_NW\"", \""MDR\"", \""MDRARA\"", \""MDRCZE\"", \""MDRDUT\"", \""MEDLINEPLUS\"", \""MSH\"", \""MSHCZE\"", \""MSHDUT\"", \""NCI\"", \""OMIM\"", \""PSY\"", \""RCD\"", \""SNM\"", \""SNOMEDCT_US\""]}"", ""name_cn"": ""阻塞性心外膜冠状动脉粥样硬化"", ""name_en"": ""Obstructive_Epicardial_Coronary_Atherosclerosis""}"
298,1195,,D001.014,"['Ontology', 'Disease']","{""ontology_id"": ""D001.014"", ""umls_definition"": ""An electrocardiographic finding of a wide QRS complex with evidence of delayed conduction to the left ventricle, manifested as a widened initial portion of the QRS complex in leads V5, V6, I and aVL and with QRS duration greater than or equal to 120 ms. (CDISC)"", ""umls_all_sources"": ""[\""MEDCIN\"", \""MTH\"", \""NCI\"", \""SCTSPA\"", \""SNOMEDCT_US\""]"", ""level"": 1, ""umls_cui"": ""C0344420"", ""label"": ""Left Bundle Branch Block"", ""type"": ""disease"", ""umls_score"": 0.9822, ""umls_sources"": ""[\""SNOMEDCT_US\""]"", ""umls_types"": ""[\""T034\""]"", ""parent_id"": ""D001"", ""umls_canonical_name"": ""Electrocardiogram: left bundle branch block (finding)"", ""definition"": ""A conduction abnormality in the heart where the activation of the left ventricle is delayed, causing the left ventricle to contract later than the right ventricle."", ""id"": ""D001.014"", ""umls_mapping_json"": ""{\""cui\"": \""C0344420\"", \""canonical_name\"": \""Electrocardiogram: left bundle branch block (finding)\"", \""score\"": 0.9822, \""types\"": [\""T034\""], \""definition\"": \""An electrocardiographic finding of a wide QRS complex with evidence of delayed conduction to the left ventricle, manifested as a widened initial portion of the QRS complex in leads V5, V6, I and aVL and with QRS duration greater than or equal to 120 ms. (CDISC)\"", \""sources\"": [\""SNOMEDCT_US\""], \""all_sources\"": [\""MEDCIN\"", \""MTH\"", \""NCI\"", \""SCTSPA\"", \""SNOMEDCT_US\""]}"", ""name_cn"": ""左束支传导阻滞"", ""name_en"": ""Left Bundle Branch Block""}"
